Opening Name	White Wins	Draws	Black Wins	FEN	PGN
Queen's Gambit Declined-Normal Defence-Modern Variation-Pillsbury Variation	2475471	272738	2183047	rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 4 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Heral Variation	152953	15541	141162	rnbqk2r/ppp1bppp/4pB2/3p4/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 0 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 Bxf6
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Pillsbury Attack	2276	287	2025	rn1q1rk1/pbp1bppp/1p3n2/3pN1B1/3P4/2NBP3/PP3PPP/R2QK2R b KQ - 1 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 b6 7 Bd3 Bb7 8 cxd5 exd5 9 Ne5
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Neo-Orthodox Variation	292782	40122	265978	rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6
Queen's Gambit Declined-Pillsbury Variation-Neo-Orthodox Variation-Main Line	396828	56010	365289	rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 1 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4
Queen's Gambit Declined-Neo-Orthodox Variation-Main Line-Tartakower/Makagonov-Bondarevsky System	111685	18929	118563	rnbq1rk1/p1p1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 b6
Queen's Gambit Declined-Neo-Orthodox Variation-Makagonov-Bondarevsky System-Exchange Variation	17877	2222	14623	rnbq1rk1/p1p1bpp1/1p3n1p/3p4/3P3B/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 b6 8 cxd5 exd5
Queen's Gambit Declined-Neo-Orthodox Variation-Makagonov-Bondarevsky System-Makogonov Exchange Variation	28438	5808	32615	rnbq1rk1/p1p1bpp1/1p2p2p/3n4/3P3B/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 b6 8 cxd5 Nxd5
Queen's Gambit Declined-Makagonov-Bondarevsky System-Makogonov Exchange Variation-Tartakower Variation	1193	363	1311	rn3rk1/p1p1qpp1/1p2b2p/3p4/3P4/4PN2/PP3PPP/2RQKB1R w K - 2 12	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 b6 8 cxd5 Nxd5 9 Bxe7 Qxe7 10 Nxd5 exd5 11 Rc1 Be6
Queen's Gambit Declined-Neo-Orthodox Variation-Main Line-Lasker Defence	51497	9041	47930	rnbq1rk1/ppp1bpp1/4p2p/3p4/2PPn2B/2N1PN2/PP3PPP/R2QKB1R w KQ - 2 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 Ne4
Queen's Gambit Declined-Neo-Orthodox Variation-Lasker Defence-Main Line	45081	8232	41702	rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 Ne4 8 Bxe7 Qxe7 (9 cxd5 Nxc3 10 bxc3)
Queen's Gambit Declined-Lasker Defence-Main Line-Bernstein Variation	81	20	61	rnb2rk1/ppp2pp1/3q3p/3p4/3P4/1QP1PN2/P4PPP/R3KB1R w KQ - 2 12	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 Ne4 8 Bxe7 Qxe7 9 cxd5 Nxc3 10 bxc3 exd5 11 Qb3 Qd6
Queen's Gambit Declined-Lasker Defence-Main Line-Mar del Plata Gambit	145	27	165	rn1r2k1/ppp1qpp1/4b2p/3p4/2PP4/1Q2PN2/P4PPP/R3KB1R w KQ - 1 13	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 Ne4 8 Bxe7 Qxe7 9 cxd5 Nxc3 10 bxc3 exd5 11 Qb3 Rd8 12 c4 Be6
Queen's Gambit Declined-Neo-Orthodox Variation-Lasker Defence-Teichmann Variation	5172	1167	4219	rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PPQ2PPP/R3KB1R b KQ - 1 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 Ne4 8 Bxe7 Qxe7 9 Qc2
Queen's Gambit Declined-Neo-Orthodox Variation-Lasker Defence-Modern Variation	5972	1447	4863	rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/2RQKB1R b K - 1 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bh4 Ne4 8 Bxe7 Qxe7 9 Rc1
Queen's Gambit Declined-Pillsbury Variation-Neo-Orthodox Variation-Anti-Tartakower Variation	46936	6355	39960	rnbq1rk1/ppp1bpp1/4pB1p/3p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bxf6
Queen's Gambit Declined-Neo-Orthodox Variation-Anti-Tartakower Variation-Petrosian Variation	2617	576	2127	r1bq1rk1/pp1n1pp1/2p1pb1p/8/2BP4/2N1PN2/PP3PPP/2RQ1RK1 b - - 0 11	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 h6 7 Bxf6 Bxf6 8 Rc1 c6 9 Bd3 Nd7 10 0-0 dxc4 11 Bxc4
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Orthodox Defence	322249	42611	299007	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 3 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7
Queen's Gambit Declined-Pillsbury Variation-Orthodox Defence-Botvinnik Variation	117667	15135	116556	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2NBPN2/PP3PPP/R2QK2R b KQ - 4 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Bd3
Queen's Gambit Declined-Pillsbury Variation-Orthodox Defence-Exchange Variation	50054	6843	47466	r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 cxd5
Queen's Gambit Declined-Pillsbury Variation-Orthodox Defence-Rauzer Variation	2603	278	2375	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/1QN1PN2/PP3PPP/R3KB1R b KQ - 4 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Qb3
Queen's Gambit Declined-Pillsbury Variation-Orthodox Defence-Rubinstein Variation	41837	5111	34723	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/R3KB1R b KQ - 4 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Qc2
Queen's Gambit Declined-Orthodox Defence-Rubinstein Variation-Flohr Line	3127	446	2647	r1bq1rk1/pp1nbppp/4pn2/2pP2B1/3P4/2N1PN2/PPQ2PPP/R3KB1R b KQ - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Qc2 c5 8 cxd5
Queen's Gambit Declined-Pillsbury Variation-Orthodox Defence-Main Line	62749	8893	52681	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R b K - 4 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1
Queen's Gambit Declined-Orthodox Defence-Main Line-Swiss/Henneberger/Hennegerger Variation	15538	2318	14948	r1bq1rk1/1ppnbppp/p3pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 a6
Queen's Gambit Declined-Orthodox Defence-Swiss Variation-Karlsbad/Carlsbad Variation	4263	647	3529	r1bq1rk1/1ppnbppp/p3pn2/3P2B1/3P4/2N1PN2/PP3PPP/2RQKB1R b K - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 a6 8 cxd5
Queen's Gambit Declined-Orthodox Defence-Main Line-Capablanca Variation	607	70	448	r1bq1rk1/p1pnbppp/1p3n2/1B1p2B1/3P4/2N1PN2/PP3PPP/2RQK2R b K - 1 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 b6 8 cxd5 exd5 9 Bb5
Queen's Gambit Declined-Orthodox Defence-Main Line-Pillsbury Attack	4880	548	3857	r1bq1rk1/p1pnbppp/1p3n2/3p2B1/3P4/2NBPN2/PP3PPP/2RQK2R b K - 1 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 b6 8 cxd5 exd5 9 Bd3
Queen's Gambit Declined-Orthodox Defence-Main Line-Duras Variation	228	25	119	r1bq1rk1/p1pnbppp/1p3n2/3p2B1/Q2P4/2N1PN2/PP3PPP/2R1KB1R b K - 1 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 b6 8 cxd5 exd5 9 Qa4
Queen's Gambit Declined-Orthodox Defence-Main Line-Classical Variation	124153	15921	97637	r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6
Queen's Gambit Declined-Orthodox Defence-Main Line-Classical Variation (Capablanca Variation)	73167	9131	57112	r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2NBPN2/PP3PPP/2RQK2R b K - 1 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3
Queen's Gambit Declined-Orthodox Defence-Classical Variation-Fianchetto Variation	14747	2028	12977	r1bq1rk1/p2nbppp/2p1pn2/1p4B1/2BP4/2N1PN2/PP3PPP/2RQK2R w K - 0 10	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 b5
Queen's Gambit Declined-Orthodox Defence-Classical Variation-Capablanca Freeing Manoevre	8377	1548	7329	r1bq1rk1/pp1nbppp/2p1p3/3n2B1/2BP4/2N1PN2/PP3PPP/2RQK2R w K - 1 10	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5
Queen's Gambit Declined-Orthodox Defence-Capablanca Freeing Manoevre-Classical Variation	4051	1066	3874	r1b2rk1/pp1nqppp/2p5/4p3/2BP4/2R1PN2/PP3PPP/3Q1RK1 w - - 0 13	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5 10 Bxe7 Qxe7 11 0-0 Nxc3 12 Rxc3 e5
Queen's Gambit Declined-Capablanca Freeing Manoevre-Classical Variation-Rubinstein Variation	1012	243	884	r1b2rk1/pp3ppp/2p5/4q3/2B2P2/2R1P3/PP4PP/3Q1RK1 b - - 0 15	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5 10 Bxe7 Qxe7 11 0-0 Nxc3 12 Rxc3 e5 13 dxe5 Nxe5 14 Nxe5 Qxe5 15 f4
Queen's Gambit Declined-Capablanca Freeing Manoevre-Classical Variation-Maróczy Variation	40	14	30	r1b2rk1/pp1nqppp/2p5/4p3/2BP4/2R1PN2/PP3PPP/1Q3RK1 b - - 1 13	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5 10 Bxe7 Qxe7 11 0-0 Nxc3 12 Rxc3 e5 13 Qb1
Queen's Gambit Declined-Capablanca Freeing Manoevre-Classical Variation-Vidmar Variation	315	58	287	r1b2rk1/pp1nqppp/2p5/4p3/2BP4/2R1PN2/PPQ2PPP/5RK1 b - - 1 13	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5 10 Bxe7 Qxe7 11 0-0 Nxc3 12 Rxc3 e5 13 Qc2
Queen's Gambit Declined-Classical Variation-Capablanca Freeing Manoevre-Alekhine Variation	397	70	315	r1b2rk1/pp1nqppp/2p1p3/3n4/2BPN3/4PN2/PP3PPP/2RQK2R b K - 1 11	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5 10 Bxe7 Qxe7 11 Ne4
Queen's Gambit Declined-Classical Variation-Capablanca Freeing Manoevre-Janowski Variation	161	17	151	r1bq1rk1/pp1nbppp/2p1p3/3n2B1/2BP3P/2N1PN2/PP3PP1/2RQK2R b K - 0 10	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Bd3 dxc4 9 Bxc4 Nd5 10 h4
Queen's Gambit Declined-Orthodox Defence-Classical Variation-Rubinstein Attack	20705	2625	15522	r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R b K - 1 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Qc2
Queen's Gambit Declined-Classical Variation-Rubinstein Attack-Karlsbad/Carlsbad Variation	4022	530	3320	r1bq1rk1/1p1nbppp/p1p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R w K - 0 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Qc2 a6
Queen's Gambit Declined-Rubinstein Attack-Karlsbad Variation-Grünfeld Variation	2220	295	1639	r1bq1rk1/1p1nbppp/p1p1pn2/3p2B1/2PP4/P1N1PN2/1PQ2PPP/2R1KB1R b K - 0 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Qc2 a6 9 a3
Queen's Gambit Declined-Rubinstein Attack-Karlsbad Variation-Main Line	686	87	566	r1bq1rk1/1p1nbppp/p1p1pn2/3P2B1/3P4/2N1PN2/PPQ2PPP/2R1KB1R b K - 0 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Qc2 a6 9 cxd5
Queen's Gambit Declined-Classical Variation-Rubinstein Attack-Wolf Variation	104	10	78	r1bq1rk1/pp1nbppp/2p1p3/3p2B1/2PPn3/2N1PN2/PPQ2PPP/2R1KB1R w K - 2 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Nf3 Nbd7 7 Rc1 c6 8 Qc2 Ne4
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Anti-Neo-Orthodox Variation	12978	1451	10130	rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/2RQKBNR b K - 2 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 0-0 6 Rc1
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Lasker Defence	30858	3154	23938	rnbqk2r/ppp1bppp/4p3/3p2B1/2PPn3/2N1P3/PP3PPP/R2QKBNR w KQkq - 1 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 e3 Ne4
Queen's Gambit Declined-Pillsbury Variation-Miles Variation-Dzhindzhi Attack	26263	2425	23765	rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PPQ1PPPP/R3KB1R b KQ - 7 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 Nf3 0-0 6 Qc2
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Alekhine Variation	9618	1033	10942	rnbqk2r/pp2bppp/2p1pn2/3p2B1/2PPP3/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 Nf3 c6 6 e4
Queen's Gambit Declined-Modern Variation-Pillsbury Variation-Uhlmann Variation	212	26	188	rnbq1rk1/ppp1bpp1/4pn1p/8/2pP3B/2N2N2/PP2PPPP/2RQKB1R w K - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Be7 5 Nf3 h6 6 Bh4 0-0 7 Rc1 dxc4
Queen's Gambit Declined-Normal Defence-Modern Variation-Been-Koomen Variation	135723	13303	128724	rnbqkb1r/pp3ppp/4pn2/2pp2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 c5
Queen's Gambit Declined-Modern Variation-Been-Koomen Variation-Semi-Tarrasch/Pseudo-Tarrasch Defence	38901	3664	34520	rnbqkb1r/pp3ppp/4pn2/2pP2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 0 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 c5 5 cxd5
Queen's Gambit Declined-Been-Koomen Variation-Semi-Tarrasch Defence-Canal/Venice Variation	405	63	616	rnb1kb1r/pp3ppp/1q2pn2/2pP2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 1 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 c5 5 cxd5 Qb6
Queen's Gambit Declined-Modern Variation-Been-Koomen Variation-Semi-Tarrasch Defence	335065	35855	306720	rnbqkb1r/pp3ppp/4pn2/2pp2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 c5 5 Nf3
Queen's Gambit Declined-Been-Koomen Variation-Semi-Tarrasch Defence-Krause Variation	42	6	75	rnbqkb1r/1p3ppp/p4n2/1N1pp1B1/Q1P5/2N5/PP2PPPP/R3KB1R b KQkq - 1 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 c5 5 Nf3 cxd4 6 Nxd4 e5 7 Ndb5 a6 8 Qa4
Queen's Gambit Declined-Been-Koomen Variation-Semi-Tarrasch Defence-Primitive Pillsbury Variation	20513	2510	21493	rnbqkb1r/pp3ppp/4pn2/3p2B1/2PQ4/2N2N2/PP2PPPP/R3KB1R b KQkq - 0 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 c5 5 Nf3 cxd4 6 Qxd4
Queen's Gambit Declined-Normal Defence-Modern Variation-Knight Defence	354575	39546	343367	r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 4 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7
Queen's Gambit Declined-Modern Variation-Knight Defence-Manhattan Variation	37375	3269	29239	r1bqk2r/pppn1ppp/4pn2/3p2B1/1bPP4/2N1P3/PP3PPP/R2QKBNR w KQkq - 1 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 Bb4
Queen's Gambit Declined-Knight Defence-Manhattan Variation-Westphalian Variation	17813	2132	18397	r1bqk2r/pp1n1ppp/4pn2/2pp2B1/1bPP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 Bb4 6 Nf3 c5
Queen's Gambit Declined-Modern Variation-Knight Defence-Capablanca Anti-Cambridge Springs Variation	10533	1185	9510	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/P1N1P3/1P3PPP/R2QKBNR b KQkq - 0 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 a3
Queen's Gambit Declined-Modern Variation-Knight Defence-Exchange Variation	21246	2475	19094	r1bqkb1r/pp1n1ppp/2p1pn2/3P2B1/3P4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 cxd5
Queen's Gambit Declined-Modern Variation-Knight Defence-Cambridge Springs Defence	198494	26615	209741	r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 2 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 Nf3 Qa5
Queen's Gambit Declined-Knight Defence-Cambridge Springs Defence-Capablanca Variation	57853	8674	49538	r1b1kb1r/pp1n1ppp/2p1pB2/q2p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 Nf3 Qa5 7 Bxf6
Queen's Gambit Declined-Knight Defence-Cambridge Springs Defence-Yugoslav Variation	14238	1721	13100	r1b1kb1r/pp1n1ppp/2p1p3/q2n2B1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 Nf3 Qa5 7 cxd5 Nxd5
Queen's Gambit Declined-Knight Defence-Cambridge Springs Defence-Bogoljubov Variation	30128	4325	23877	r1b1k2r/pp1n1ppp/2p1pn2/q2p2B1/1bPP4/2N1P3/PPQN1PPP/R3KB1R b KQkq - 5 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 Nf3 Qa5 7 Nd2 Bb4 8 Qc2
Queen's Gambit Declined-Cambridge Springs Defence-Bogoljubov Variation-Argentine Variation	816	125	710	r1b2rk1/pp1n1ppp/2p1pn2/q2p4/1bPP3B/2N1P3/PPQN1PPP/R3KB1R b KQ - 7 9	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 Nf3 Qa5 7 Nd2 Bb4 8 Qc2 0-0 9 Bh4
Queen's Gambit Declined-Knight Defence-Cambridge Springs Defence-Rubinstein Variation	10710	1703	9033	r1b1kb1r/pp1n1ppp/2p1pn2/q5B1/2pP4/2N1P3/PP1N1PPP/R2QKB1R w KQkq - 0 8	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 e3 c6 6 Nf3 Qa5 7 Nd2 dxc4
Queen's Gambit Declined-Modern Variation-Knight Defence-New York Variation	132173	11540	100917	r1bqk2r/pppn1ppp/4pn2/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 6 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 Nf3 Bb4
Queen's Gambit Declined-Modern Variation-Knight Defence-Cambridge Springs Variation	198494	26615	209741	r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 Nf3 c6 6 e3 Qa5
Queen's Gambit Declined-Modern Variation-Knight Defence-Alekhine Variation	32367	3634	33170	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PPP3/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 6	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 Nf3 c6 6 e4
Queen's Gambit Declined-Modern Variation-Knight Defence-Rochlin Variation	172	16	155	r1b1kb1r/pp1n1ppp/2p1pn2/q2p4/2PP4/2N2N2/PP1BPPPP/2RQKB1R b Kkq - 3 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 Nf3 c6 6 Rc1 Qa5 7 Bd2
Queen's Gambit Declined-Modern Variation-Knight Defence-Alekhine Gambit	985	94	889	r1bqkb1r/pppn1pp1/4pn1p/8/2pP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 Bg5 Nbd7 5 Nf3 h6 6 Bh4 dxc4
Queen's Gambit Declined-Queen's Knight Variation-Normal Defence-Exchange Variation	2280259	242102	1864782	rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 cxd5
Queen's Gambit Declined-Normal Defence-Exchange Variation-Positional Line	1591529	172881	1290165	rnbqkb1r/ppp2ppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5	1 d4 d5 2 c4 e6 3 Nc3 Nf6 4 cxd5 exd5 5 Bg5
